temperature,humidity,timestamp,node_id,pressure
24.5,55.2,1740062034,1,1000
24.4,55.4,1740062049,1,999.8
24.4,55.3,1740062064,1,999.5
24.3,55.7,1740062079,1,999.3
24.3,55.8,1740062094,1,999.5
24.2,56.3,1740062109,1,999.5
24.2,56.2,1740062124,1,999.8
24.1,56.6,1740062139,1,999.9
24.0,56.3,1740062154,1,999.8
23.9,56.2,1740062169,1,999.9
23.9,55.8,1740062184,1,1000.1
23.8,55.4,1740062199,1,1000.3
23.8,55.7,1740062214,1,1000.4
23.7,55.3,1740062229,1,1000.2
23.6,54.9,1740062244,1,1000.4
23.6,54.5,1740062259,1,1000.2
23.5,54.8,1740062274,1,1000.2
23.5,55.0,1740062289,1,1000.4
23.4,55.3,1740062304,1,1000.2
23.4,55.4,1740062319,1,1000.1
23.3,54.9,1740062334,1,1000.3
23.3,55.4,1740062349,1,1000.1
23.2,55.1,1740062364,1,1000.3
23.2,54.7,1740062379,1,1000.5
23.1,54.3,1740062394,1,1000.5
23.1,54.0,1740062409,1,1000.4
23.0,54.1,1740062424,1,1000.3
23.0,54.6,1740062439,1,1000.1
22.9,54.6,1740062454,1,1000.1
22.8,54.5,1740062469,1,999.9
22.8,54.9,1740062484,1,999.8
22.7,55.3,1740062499,1,999.9
22.6,55.3,1740062514,1,1000.1
22.6,55.1,1740062529,1,1000.2
22.5,55.4,1740062544,1,1000.2
22.5,55.7,1740062559,1,1000.3
22.4,55.8,1740062574,1,1000.2
22.3,56.0,1740062589,1,1000.5
22.3,55.8,1740062604,1,1000.4
22.2,55.8,1740062619,1,1000.4
22.1,55.5,1740062634,1,1000.2
22.1,55.5,1740062649,1,1000.4
22.0,55.3,1740062664,1,1000.5
22.0,55.3,1740062679,1,1000.7
21.9,55.0,1740062694,1,1000.5
21.9,55.0,1740062709,1,1000.2
21.8,54.6,1740062724,1,1000.0
21.8,54.3,1740062739,1,1000.2
21.7,54.4,1740062754,1,999.9
21.7,54.3,1740062769,1,1000.1
21.6,54.2,1740062784,1,1000.3
21.6,54.0,1740062799,1,1000.1
21.6,54.0,1740062814,1,1000.0
21.5,54.1,1740062829,1,999.9
21.5,54.3,1740062844,1,999.9
21.4,54.0,1740062859,1,1000.1
21.4,54.1,1740062874,1,999.9
21.4,54.3,1740062889,1,999.6
21.3,54.5,1740062904,1,999.9
21.3,54.4,1740062919,1,999.9
21.3,54.4,1740062934,1,1000.2
21.2,54.5,1740062949,1,1000.1
21.1,54.3,1740062964,1,1000.0
21.0,54.8,1740062979,1,999.8
21.0,55.0,1740062994,1,999.6
20.9,55.1,1740063009,1,999.7
20.9,55.4,1740063024,1,999.4
20.8,55.8,1740063039,1,999.7
20.7,56.2,1740063054,1,999.7
20.7,56.1,1740063069,1,999.7
20.7,56.1,1740063084,1,999.7
20.6,55.6,1740063099,1,999.8
20.6,55.5,1740063114,1,999.6
20.6,55.7,1740063129,1,999.5
20.5,55.3,1740063144,1,999.4
20.5,55.7,1740063159,1,999.4
20.4,55.3,1740063174,1,999.4
20.4,55.7,1740063189,1,999.7
20.3,56.2,1740063204,1,999.4
20.3,56.3,1740063219,1,999.3
20.2,56.4,1740063234,1,999.6
20.2,56.4,1740063249,1,999.9
20.1,56.6,1740063264,1,999.7
20.0,56.2,1740063279,1,999.7
20.0,56.7,1740063294,1,999.6
19.9,56.7,1740063309,1,999.4
19.9,56.9,1740063324,1,999.7
19.8,56.7,1740063339,1,999.4
19.8,56.2,1740063354,1,999.3
19.8,55.9,1740063369,1,999.2
19.7,55.8,1740063384,1,999.4
19.6,56.0,1740063399,1,999.5
19.6,56.0,1740063414,1,999.7
19.5,56.3,1740063429,1,999.5
19.4,56.1,1740063444,1,999.5
19.3,55.6,1740063459,1,999.6
19.3,55.2,1740063474,1,999.8
19.2,55.7,1740063489,1,999.8
19.2,55.7,1740063504,1,999.9
19.2,56.1,1740063519,1,999.6
19.2,55.6,1740063534,1,999.4
19.1,55.7,1740063549,1,999.2
19.0,55.5,1740063564,1,999.3
19.0,55.6,1740063579,1,999.1
19.0,55.8,1740063594,1,999.1
18.9,56.1,1740063609,1,999.1
18.9,55.8,1740063624,1,999.1
18.8,55.7,1740063639,1,999.0
18.8,55.6,1740063654,1,999.3
18.7,55.8,1740063669,1,999.0
18.7,55.3,1740063684,1,999.0
18.6,55.3,1740063699,1,999.2
18.5,55.6,1740063714,1,998.9
18.5,55.3,1740063729,1,999.2
18.4,55.4,1740063744,1,999.3
18.3,55.4,1740063759,1,999.2
18.3,55.4,1740063774,1,999.0
18.3,55.8,1740063789,1,999.1
18.3,56.3,1740063804,1,999.0
18.3,56.4,1740063819,1,998.9
24.5,55.2,1740062034,2,1000
24.4,54.9,1740062049,2,1000.0
24.3,54.7,1740062064,2,1000.0
24.3,54.7,1740062079,2,999.8
24.3,54.5,1740062094,2,1000.0
24.2,54.8,1740062109,2,999.7
24.1,54.5,1740062124,2,999.7
24.1,54.9,1740062139,2,999.4
24.0,55.0,1740062154,2,999.7
23.9,54.6,1740062169,2,999.6
23.9,54.3,1740062184,2,999.8
23.8,54.8,1740062199,2,1000.0
23.7,54.6,1740062214,2,999.9
23.7,54.6,1740062229,2,999.6
23.6,54.8,1740062244,2,999.8
23.6,54.7,1740062259,2,999.7
23.5,54.9,1740062274,2,999.6
23.4,55.2,1740062289,2,999.5
23.4,55.2,1740062304,2,999.5
23.4,55.4,1740062319,2,999.4
23.3,55.1,1740062334,2,999.4
23.3,54.9,1740062349,2,999.3
23.2,54.7,1740062364,2,999.5
23.2,54.9,1740062379,2,999.6
23.1,54.5,1740062394,2,999.6
23.1,54.8,1740062409,2,999.5
23.0,55.1,1740062424,2,999.7
23.0,55.5,1740062439,2,999.4
22.9,56.0,1740062454,2,999.3
22.8,56.1,1740062469,2,999.2
22.7,55.8,1740062484,2,999.5
22.7,55.9,1740062499,2,999.3
22.6,56.2,1740062514,2,999.1
22.6,56.6,1740062529,2,998.9
22.5,56.1,1740062544,2,999.0
22.5,55.6,1740062559,2,998.9
22.5,55.8,1740062574,2,999.0
22.5,55.9,1740062589,2,999.0
22.4,55.9,1740062604,2,998.9
22.4,56.0,1740062619,2,998.8
22.3,55.9,1740062634,2,998.9
22.2,55.7,1740062649,2,998.7
22.1,55.8,1740062664,2,998.7
22.1,55.5,1740062679,2,999.0
22.0,56.0,1740062694,2,998.7
21.9,56.3,1740062709,2,998.9
21.9,56.6,1740062724,2,999.2
21.8,56.6,1740062739,2,999.1
21.7,56.7,1740062754,2,999.0
21.7,57.1,1740062769,2,998.8
21.7,57.0,1740062784,2,998.6
21.6,57.2,1740062799,2,998.6
21.5,56.9,1740062814,2,998.3
21.4,56.7,1740062829,2,998.6
21.4,56.2,1740062844,2,998.5
21.3,56.3,1740062859,2,998.4
21.3,56.4,1740062874,2,998.2
21.3,56.7,1740062889,2,998.3
21.2,57.1,1740062904,2,998.2
21.1,56.8,1740062919,2,998.3
21.1,57.3,1740062934,2,998.1
21.0,57.8,1740062949,2,998.0
20.9,57.9,1740062964,2,998.2
20.9,58.4,1740062979,2,998.0
20.8,58.0,1740062994,2,998.1
20.7,58.0,1740063009,2,998.0
20.7,58.4,1740063024,2,998.1
20.6,58.6,1740063039,2,997.8
20.6,58.2,1740063054,2,997.6
20.5,58.3,1740063069,2,997.7
20.5,58.2,1740063084,2,997.9
20.4,57.8,1740063099,2,997.7
20.3,57.7,1740063114,2,997.6
20.2,58.0,1740063129,2,997.8
20.2,58.3,1740063144,2,997.9
20.1,58.0,1740063159,2,998.1
20.1,58.2,1740063174,2,998.1
20.1,57.8,1740063189,2,998.3
20.0,58.3,1740063204,2,998.4
19.9,58.0,1740063219,2,998.6
19.9,57.6,1740063234,2,998.3
19.8,57.3,1740063249,2,998.4
19.8,57.7,1740063264,2,998.2
19.7,57.4,1740063279,2,998.2
19.7,57.2,1740063294,2,998.1
19.6,57.5,1740063309,2,998.4
19.6,57.2,1740063324,2,998.3
19.5,56.9,1740063339,2,998.3
19.4,56.8,1740063354,2,998.3
19.3,57.0,1740063369,2,998.0
19.3,56.6,1740063384,2,997.8
19.2,57.0,1740063399,2,997.5
19.1,56.7,1740063414,2,997.8
19.1,57.1,1740063429,2,997.8
19.0,56.7,1740063444,2,997.6
19.0,56.3,1740063459,2,997.3
18.9,56.8,1740063474,2,997.2
18.9,56.7,1740063489,2,997.4
18.8,56.6,1740063504,2,997.1
18.8,57.0,1740063519,2,996.9
18.8,56.9,1740063534,2,996.8
18.8,57.1,1740063549,2,996.6
18.7,57.2,1740063564,2,996.5
18.6,56.7,1740063579,2,996.7
18.5,57.1,1740063594,2,996.4
18.4,57.2,1740063609,2,996.2
18.4,57.4,1740063624,2,996.2
18.3,57.6,1740063639,2,996.3
18.3,57.8,1740063654,2,996.4
18.2,57.5,1740063669,2,996.4
18.2,57.9,1740063684,2,996.7
18.1,58.3,1740063699,2,996.9
18.1,58.5,1740063714,2,997.0
18.0,58.9,1740063729,2,997.1
17.9,58.5,1740063744,2,997.2
17.9,58.9,1740063759,2,997.4
17.9,58.7,1740063774,2,997.4
17.9,58.3,1740063789,2,997.3
17.8,58.7,1740063804,2,997.1
17.7,58.7,1740063819,2,997.4
24.5,55.2,1740062034,3,1000
24.4,55.2,1740062049,3,1000.0
24.4,55.3,1740062064,3,1000.2
24.3,55.7,1740062079,3,1000.5
24.3,56.0,1740062094,3,1000.2
24.2,55.7,1740062109,3,1000.0
24.1,56.1,1740062124,3,1000.1
24.1,56.1,1740062139,3,1000.1
24.0,55.8,1740062154,3,1000.2
24.0,56.2,1740062169,3,1000.0
24.0,56.2,1740062184,3,1000.3
23.9,56.4,1740062199,3,1000.2
23.9,56.2,1740062214,3,1000.5
23.9,56.0,1740062229,3,1000.3
23.8,56.4,1740062244,3,1000.4
23.7,56.1,1740062259,3,1000.2
23.7,56.0,1740062274,3,999.9
23.6,56.0,1740062289,3,1000.1
23.5,56.4,1740062304,3,1000.0
23.5,56.7,1740062319,3,999.9
23.4,56.3,1740062334,3,999.9
23.4,56.3,1740062349,3,999.7
23.3,56.4,1740062364,3,999.4
23.2,56.6,1740062379,3,999.4
23.2,56.5,1740062394,3,999.5
23.2,56.4,1740062409,3,999.4
23.1,55.9,1740062424,3,999.6
23.1,55.9,1740062439,3,999.5
23.0,56.0,1740062454,3,999.5
23.0,55.7,1740062469,3,999.6
22.9,55.3,1740062484,3,999.7
22.9,54.9,1740062499,3,999.4
22.8,55.3,1740062514,3,999.3
22.8,55.4,1740062529,3,999.4
22.7,55.3,1740062544,3,999.3
22.7,55.3,1740062559,3,999.2
22.6,55.3,1740062574,3,999.1
22.5,55.3,1740062589,3,999.4
22.5,55.5,1740062604,3,999.5
22.4,55.4,1740062619,3,999.8
22.4,55.1,1740062634,3,999.6
22.4,54.9,1740062649,3,999.5
22.3,54.6,1740062664,3,999.4
22.3,54.5,1740062679,3,999.1
22.2,54.9,1740062694,3,998.9
22.1,54.7,1740062709,3,999.0
22.0,54.8,1740062724,3,998.9
22.0,54.9,1740062739,3,999.1
22.0,54.9,1740062754,3,999.2
21.9,54.9,1740062769,3,998.9
21.9,54.4,1740062784,3,998.9
21.9,54.5,1740062799,3,998.9
21.8,54.1,1740062814,3,999.1
21.8,53.9,1740062829,3,999.0
21.8,54.4,1740062844,3,999.2
21.8,54.1,1740062859,3,998.9
21.7,54.6,1740062874,3,999.1
21.7,54.8,1740062889,3,999.1
21.6,54.6,1740062904,3,998.8
21.5,55.0,1740062919,3,998.6
21.4,55.5,1740062934,3,998.7
21.4,55.3,1740062949,3,998.9
21.3,55.1,1740062964,3,998.8
21.3,54.9,1740062979,3,998.7
21.2,55.1,1740062994,3,998.5
21.2,55.3,1740063009,3,998.2
21.1,55.0,1740063024,3,998.1
21.1,55.2,1740063039,3,998.3
21.0,54.8,1740063054,3,998.2
20.9,54.9,1740063069,3,998.5
20.9,55.1,1740063084,3,998.6
20.9,55.4,1740063099,3,998.8
20.8,55.3,1740063114,3,998.8
20.8,54.8,1740063129,3,998.8
20.7,54.6,1740063144,3,998.6
20.6,54.3,1740063159,3,998.9
20.6,54.5,1740063174,3,998.9
20.5,55.0,1740063189,3,998.9
20.4,55.1,1740063204,3,999.2
20.3,55.0,1740063219,3,999.2
20.3,54.7,1740063234,3,999.1
20.2,54.4,1740063249,3,999.3
20.1,54.2,1740063264,3,999.3
20.0,54.1,1740063279,3,999.5
20.0,54.1,1740063294,3,999.4
19.9,54.4,1740063309,3,999.4
19.9,54.6,1740063324,3,999.2
19.9,54.4,1740063339,3,999.3
19.8,54.1,1740063354,3,999.2
19.7,54.1,1740063369,3,999.2
19.7,54.1,1740063384,3,999.2
19.6,53.8,1740063399,3,999.3
19.5,53.6,1740063414,3,999.1
19.5,53.9,1740063429,3,999.3
19.5,53.8,1740063444,3,999.5
19.4,54.2,1740063459,3,999.3
19.3,54.3,1740063474,3,999.1
19.3,54.4,1740063489,3,999.1
19.2,54.9,1740063504,3,998.9
19.2,54.5,1740063519,3,998.8
19.1,54.8,1740063534,3,998.5
19.1,54.8,1740063549,3,998.4
19.0,54.6,1740063564,3,998.6
18.9,54.3,1740063579,3,998.5
18.9,54.3,1740063594,3,998.7
18.8,54.0,1740063609,3,998.9
18.8,53.7,1740063624,3,999.2
18.7,53.4,1740063639,3,999.5
18.7,53.6,1740063654,3,999.4
18.6,53.3,1740063669,3,999.1
18.6,52.9,1740063684,3,998.9
18.5,53.1,1740063699,3,998.6
18.5,53.5,1740063714,3,998.6
18.4,53.9,1740063729,3,998.5
18.4,53.7,1740063744,3,998.7
18.3,54.1,1740063759,3,998.6
18.3,53.9,1740063774,3,998.8
18.2,54.2,1740063789,3,998.8
18.2,53.9,1740063804,3,998.8
18.1,53.8,1740063819,3,998.7
